"","game_year","player_name","arm_angle","arm_slot","throws","pitch_name","avg_pitch_velo","avg_release_spin","height"
"1",2015,"Neftali Feliz",47.75,"Three-Quarters","R","4-Seam Fastball",95.23,2437.44,6.25
"2",2015,"Neftali Feliz",52.03,"Three-Quarters","R","Slider",84.1,2060.31,6.25
"3",2015,"Neftali Feliz",52.26,"Three-Quarters","R","Changeup",87.08,1858.14,6.25
"4",2015,"Jose Alvarez",53.76,"Three-Quarters","R","Slider",85.28,2102.48,5.83
"5",2015,"Jose Alvarez",52.47,"Three-Quarters","R","4-Seam Fastball",91.42,2271.28,5.83
"6",2015,"Jose Alvarez",53.82,"Three-Quarters","R","2-Seam Fastball",91.19,2191.6,5.83
"7",2015,"Jose Alvarez",53.92,"Three-Quarters","R","Changeup",79.42,1568.58,5.83
"8",2015,"Glen Perkins",57,"Three-Quarters","L","4-Seam Fastball",94.45,2161.35,6
"9",2015,"Glen Perkins",59.78,"Three-Quarters","L","2-Seam Fastball",93.75,1990.24,6
"10",2015,"Tyler Olson",66.89,"Three-Quarters","L","4-Seam Fastball",89.25,2210.33,6.25
"11",2015,"Tyler Olson",68.62,"Three-Quarters","L","Curveball",75.25,2773.25,6.25
"12",2015,"Jason Garcia",55.77,"Three-Quarters","R","4-Seam Fastball",93.95,2290.63,6
"13",2015,"Jason Garcia",55.01,"Three-Quarters","R","2-Seam Fastball",93.72,2199.43,6
"14",2015,"Jason Garcia",56.09,"Three-Quarters","R","Slider",85.71,1947.04,6
"15",2015,"Tyler Olson",63.89,"Three-Quarters","L","Intentional Ball",79.1,2060.94,6.25
"16",2015,"Jason Garcia",55.8,"Three-Quarters","R","Changeup",89.56,1504.55,6
"17",2015,"Casey Fien",66.55,"Three-Quarters","R","Slider",88.37,2396.84,6.17
"18",2015,"Casey Fien",59.6,"Three-Quarters","R","4-Seam Fastball",93.19,2438.25,6.17
"19",2015,"Casey Fien",64,"Three-Quarters","R","2-Seam Fastball",92.7,2506.6,6.17
"20",2015,"Jose Alvarez",52.91,"Three-Quarters","R","Curveball",75.43,1839.32,5.83
"21",2015,"Keone Kela",12.36,"Overhand","R","Curveball",84.74,2076.1,6.08
"22",2015,"Antonio Bastardo",51.11,"Three-Quarters","L","4-Seam Fastball",93.3,2468.13,5.92
"23",2015,"Keone Kela",5.8,"Overhand","R","4-Seam Fastball",96.21,2243.1,6.08
"24",2015,"Keone Kela",21.31,"Overhand","R","Changeup",89.88,1683.28,6.08
"25",2015,"Tyler Olson",71.05,"Side Arm","L","Sinker",88.87,2276.62,6.25
"26",2015,"Edward Mujica",30.98,"Three-Quarters","R","Split-Finger",85.8,1781,6.25
"27",2015,"Edward Mujica",35.19,"Three-Quarters","R","4-Seam Fastball",90.94,2243.58,6.25
"28",2015,"Tyler Olson",70.73,"Side Arm","L","Changeup",82.84,1475.33,6.25
"29",2015,"Luke Gregerson",32.82,"Three-Quarters","R","Sinker",89.95,2352.26,6.25
"30",2015,"Antonio Bastardo",50.6,"Three-Quarters","L","Changeup",86.04,2035.85,5.92
"31",2015,"Edward Mujica",37.26,"Three-Quarters","R","Slider",83.24,1842.82,6.25
"32",2015,"Joe Smith",92.03,"Submarine","R","4-Seam Fastball",89.37,2116.97,5.58
"33",2015,"Joe Smith",91.95,"Submarine","R","Sinker",88.62,1888.43,5.58
"34",2015,"Randall Delgado",35.35,"Three-Quarters","R","2-Seam Fastball",92.73,2137.48,6.33
"35",2015,"Tyler Clippard",32.1,"Three-Quarters","R","Changeup",79.52,2068.87,6.25
"36",2015,"Randall Delgado",33.21,"Three-Quarters","R","4-Seam Fastball",93.74,2196.85,6.33
"37",2015,"Tyler Clippard",16.96,"Overhand","R","4-Seam Fastball",92.06,2299.78,6.25
"38",2015,"Joe Smith",93.83,"Submarine","R","Slider",80.21,1970.13,5.58
"39",2015,"Randall Delgado",37.76,"Three-Quarters","R","Slider",82.21,1657.54,6.33
"40",2015,"Hector Rondon",53.54,"Three-Quarters","R","4-Seam Fastball",96.8,2076.21,6.25
"41",2015,"Francisco Rodriguez",28.8,"Overhand","R","Changeup",83.34,1632.21,6
"42",2015,"Francisco Rodriguez",35.7,"Three-Quarters","R","4-Seam Fastball",90.21,2106.36,6
"43",2015,"Fernando Rodney",42.35,"Three-Quarters","R","Changeup",83.26,1924.79,5.92
"44",2015,"Daniel Hudson",55.63,"Three-Quarters","R","4-Seam Fastball",96.72,2352.65,6.25
"45",2015,"Fernando Rodney",39.15,"Three-Quarters","R","2-Seam Fastball",95.39,2084.05,5.92
"46",2015,"Daniel Hudson",57.5,"Three-Quarters","R","2-Seam Fastball",96.65,2341.64,6.25
"47",2015,"Francisco Rodriguez",35.92,"Three-Quarters","R","2-Seam Fastball",89.91,1933.48,6
"48",2015,"Hector Rondon",53.97,"Three-Quarters","R","2-Seam Fastball",96.99,1943.8,6.25
"49",2015,"Daniel Hudson",56.8,"Three-Quarters","R","Changeup",85.38,2437.01,6.25
"50",2015,"Joakim Soria",51.23,"Three-Quarters","R","4-Seam Fastball",92.65,2212.29,6.25
"51",2015,"Fernando Rodney",50.68,"Three-Quarters","R","Intentional Ball",70.06,1648.14,5.92
"52",2015,"Steve Cishek",104.37,"Submarine","R","Slider",80.91,2102.45,6.5
"53",2015,"Tyler Clippard",39.2,"Three-Quarters","R","Intentional Ball",72.55,1828.58,6.25
"54",2015,"Steve Cishek",106.75,"Submarine","R","Sinker",91.28,2252.59,6.5
"55",2015,"Joakim Soria",47.96,"Three-Quarters","R","Slider",79.29,2205.08,6.25
"56",2015,"Craig Breslow",43.98,"Three-Quarters","L","Changeup",79.35,1686.41,6
"57",2015,"Craig Breslow",46.45,"Three-Quarters","L","4-Seam Fastball",90.44,2065.47,6
"58",2015,"Shawn Tolleson",40.3,"Three-Quarters","R","4-Seam Fastball",93.54,2048.64,6.08
"59",2015,"Arquimedes Caminero",67.36,"Three-Quarters","R","4-Seam Fastball",98.93,2471.07,6.33
"60",2015,"Tyler Clippard",17.94,"Overhand","R","Curveball",74.47,1764.87,6.25
"61",2015,"Tony Sipp",46.9,"Three-Quarters","L","4-Seam Fastball",91.48,2164.76,6
"62",2015,"Craig Breslow",47.8,"Three-Quarters","L","Slider",86.23,2242.61,6
"63",2015,"Fernando Rodney",34.84,"Three-Quarters","R","4-Seam Fastball",95.68,2170.38,5.92
"64",2015,"Tony Sipp",42.48,"Three-Quarters","L","Slider",80.6,1700.87,6
"65",2015,"Craig Breslow",48.31,"Three-Quarters","L","2-Seam Fastball",89.76,2001.24,6
"66",2015,"Jonathan Broxton",30.5,"Three-Quarters","R","4-Seam Fastball",94.94,2190.99,6.33
"67",2015,"Arquimedes Caminero",67.51,"Three-Quarters","R","Slider",91.74,2254.85,6.33
"68",2015,"Drew Storen",55.36,"Three-Quarters","R","4-Seam Fastball",94.77,2327.65,6.08
"69",2015,"Andrew Miller",63.18,"Three-Quarters","L","Slider",84.29,2300.59,6.58
"70",2015,"Aaron Thompson",49.56,"Three-Quarters","L","Slider",81.45,1912.2,6.25
"71",2015,"Andrew Miller",54.71,"Three-Quarters","L","4-Seam Fastball",94.91,2105.28,6.58
"72",2015,"Drew Storen",63.08,"Three-Quarters","R","Changeup",87.71,2032.98,6.08
"73",2015,"Aaron Thompson",38.48,"Three-Quarters","L","4-Seam Fastball",90.27,1879.3,6.25
"74",2015,"Drew Storen",54.88,"Three-Quarters","R","Slider",83.09,1933.29,6.08
"75",2015,"Shawn Tolleson",39.98,"Three-Quarters","R","Changeup",80.24,1268.71,6.08
"76",2015,"Cody Allen",35.02,"Three-Quarters","R","4-Seam Fastball",95.59,2445.13,6.08
"77",2015,"Arquimedes Caminero",66.21,"Three-Quarters","R","Sinker",97.78,2265.78,6.33
"78",2015,"Shawn Tolleson",38.92,"Three-Quarters","R","Slider",83.65,2326.24,6.08
"79",2015,"Cody Allen",41.37,"Three-Quarters","R","Knuckle Curve",86.34,2470.57,6.08
"80",2015,"Jonathan Papelbon",71.84,"Side Arm","R","4-Seam Fastball",91.98,2093.85,6.42
"81",2015,"Drew Storen",57.77,"Three-Quarters","R","Sinker",94.25,2048.39,6.08
"82",2015,"David Robertson",57.28,"Three-Quarters","R","Cutter",92.73,2487.19,5.92
"83",2015,"Jonathan Broxton",29.85,"Overhand","R","Slider",87.95,1907.6,6.33
"84",2015,"Pedro Strop",21.13,"Overhand","R","2-Seam Fastball",95.79,2218.86,6.08
"85",2015,"Craig Breslow",46.34,"Three-Quarters","L","Curveball",74.28,2202.78,6
"86",2015,"David Robertson",56.54,"Three-Quarters","R","Knuckle Curve",83.27,2539.36,5.92
"87",2015,"Evan Scribner",44.79,"Three-Quarters","R","4-Seam Fastball",91.6,2249.28,6.25
"88",2015,"Heath Hembree",47.81,"Three-Quarters","R","Slider",88.98,2404.74,6.33
"89",2015,"Jonathan Broxton",34.5,"Three-Quarters","R","2-Seam Fastball",93.17,2002.24,6.33
"90",2015,"Aaron Thompson",38.32,"Three-Quarters","L","Intentional Ball",77.95,1634.83,6.25
"91",2015,"Evan Scribner",33.46,"Three-Quarters","R","Curveball",72.31,2807.48,6.25
"92",2015,"Pedro Strop",27.22,"Overhand","R","Slider",83.27,1987.84,6.08
"93",2015,"Heath Hembree",48.04,"Three-Quarters","R","4-Seam Fastball",94.95,2330.45,6.33
"94",2015,"Evan Scribner",39.46,"Three-Quarters","R","Cutter",86.71,2182.04,6.25
"95",2015,"Alex Torres",1.31,"Overhand","L","Changeup",84.3,1253.79,5.83
"96",2015,"Jonathan Papelbon",70.02,"Side Arm","R","Slider",80.46,1625.78,6.42
"97",2015,"Jonathan Papelbon",70.71,"Side Arm","R","Split-Finger",86.45,1346.91,6.42
"98",2015,"Pedro Strop",20.31,"Overhand","R","4-Seam Fastball",95.7,2306.73,6.08
"99",2015,"Tony Cingrani",68.36,"Three-Quarters","L","4-Seam Fastball",92.35,2184.78,6.33
"100",2015,"AJ Ramos",63.27,"Three-Quarters","R","Changeup",86.11,1586.01,5.83
"101",2015,"Kyle Gibson",41.77,"Three-Quarters","R","2-Seam Fastball",92.2,2113.78,6.5
"102",2015,"Kyle Gibson",50.07,"Three-Quarters","R","Changeup",84.31,1697.32,6.5
"103",2015,"Heath Hembree",45.58,"Three-Quarters","R","Changeup",89.42,2214.85,6.33
"104",2015,"Oliver Perez",72.82,"Side Arm","L","Sinker",91.92,2125.5,6.25
"105",2015,"AJ Ramos",60.5,"Three-Quarters","R","Slider",82.13,2481.48,5.83
"106",2015,"Craig Kimbrel",71.92,"Side Arm","R","4-Seam Fastball",97.98,2451.27,5.92
"107",2015,"Alex Torres",3.06,"Overhand","L","4-Seam Fastball",92.51,2101.75,5.83
"108",2015,"Tony Cingrani",68,"Three-Quarters","L","Slider",81.08,1918.93,6.33
"109",2015,"Carlos Villanueva",27.88,"Overhand","R","Slider",83.43,1918.1,6.17
"110",2015,"Craig Kimbrel",67.64,"Three-Quarters","R","Knuckle Curve",87.23,2548.45,5.92
"111",2015,"AJ Ramos",63.96,"Three-Quarters","R","4-Seam Fastball",93.15,2529.41,5.83
"112",2015,"Danny Farquhar",58.91,"Three-Quarters","R","Cutter",89.45,2300.82,5.75
"113",2015,"Carlos Villanueva",22.73,"Overhand","R","4-Seam Fastball",89,2166.61,6.17
"114",2015,"Blaine Hardy",44.86,"Three-Quarters","L","4-Seam Fastball",88.68,2175.18,6.17
"115",2015,"Ryan Madson",42.02,"Three-Quarters","R","4-Seam Fastball",94.82,2185.09,6.5
"116",2015,"Matt Andriese",52.55,"Three-Quarters","R","4-Seam Fastball",92.12,2349.69,6.17
"117",2015,"Oliver Perez",68.7,"Three-Quarters","L","Slider",79.75,1831.62,6.25
"118",2015,"Matt Andriese",54.34,"Three-Quarters","R","Slider",84.75,2032.32,6.17
"119",2015,"Dellin Betances",37.9,"Three-Quarters","R","Knuckle Curve",84.24,2340.96,6.67
"120",2015,"Matt Andriese",55.03,"Three-Quarters","R","2-Seam Fastball",90.54,2177.65,6.17
"121",2015,"Mike Morin",48.08,"Three-Quarters","R","Changeup",72.34,1297.26,6.33
"122",2015,"Danny Farquhar",55.54,"Three-Quarters","R","Curveball",75.01,2550.16,5.75
"123",2015,"Ryan Madson",42.99,"Three-Quarters","R","Cutter",90.35,2064.39,6.5
"124",2015,"Mike Morin",49.97,"Three-Quarters","R","4-Seam Fastball",92.96,2115.72,6.33
"125",2015,"Danny Farquhar",48.65,"Three-Quarters","R","Intentional Ball",67.19,1714.5,5.75
"126",2015,"Tony Sipp",57.51,"Three-Quarters","L","Changeup",79.2,776.66,6
"127",2015,"Dellin Betances",34.29,"Three-Quarters","R","4-Seam Fastball",97.67,2402.9,6.67
"128",2015,"Oliver Perez",64.86,"Three-Quarters","L","4-Seam Fastball",92.54,2245.09,6.25
"129",2015,"Blaine Hardy",51.29,"Three-Quarters","L","Cutter",84.37,2238.92,6.17
"130",2015,"Ryan Madson",43.28,"Three-Quarters","R","Changeup",83.75,2045.63,6.5
"131",2015,"Carlos Villanueva",27.22,"Overhand","R","2-Seam Fastball",88.71,2155.68,6.17
"132",2015,"Danny Farquhar",62.69,"Three-Quarters","R","Changeup",85.36,1560.11,5.75
"133",2015,"Jared Hughes",64.29,"Three-Quarters","R","Sinker",93.72,2054.58,6.58
"134",2015,"Danny Farquhar",61.68,"Three-Quarters","R","4-Seam Fastball",93.48,2369.61,5.75
"135",2015,"Matt Andriese",52.17,"Three-Quarters","R","Cutter",88.01,2275.68,6.17
"136",2015,"Carlos Villanueva",30.7,"Three-Quarters","R","Changeup",81.88,1365.66,6.17
"137",2015,"Zach Duke",76.21,"Side Arm","L","2-Seam Fastball",89.91,1882.52,6.17
"138",2015,"Zach Duke",77.93,"Side Arm","L","Curveball",76.61,2156.21,6.17
"139",2015,"Zac Rosscup",54.48,"Three-Quarters","L","Slider",86.71,1933.76,6.17
"140",2015,"Francisco Liriano",33.43,"Three-Quarters","L","2-Seam Fastball",93.06,2024.26,6.25
"141",2015,"Bud Norris",41,"Three-Quarters","R","4-Seam Fastball",94.23,2269.67,6
"142",2015,"Zac Rosscup",52.22,"Three-Quarters","L","4-Seam Fastball",93.54,1967.02,6.17
"143",2015,"Zach Duke",66.22,"Three-Quarters","L","Changeup",85.86,1491.32,6.17
"144",2015,"Francisco Liriano",17.21,"Overhand","L","Changeup",85.01,1782.86,6.25
"145",2015,"Jeremy Jeffress",28.96,"Overhand","R","2-Seam Fastball",95.44,2050.27,6
"146",2015,"Carlos Frias",36.3,"Three-Quarters","R","Cutter",90.49,2278.35,6.33
"147",2015,"Jeremy Jeffress",19.37,"Overhand","R","4-Seam Fastball",96.19,2206.94,6
"148",2015,"Zac Rosscup",52.84,"Three-Quarters","L","2-Seam Fastball",93.23,1933.64,6.17
"149",2015,"Bud Norris",39.88,"Three-Quarters","R","Slider",86.78,2223.62,6
"150",2015,"Carlos Frias",30.62,"Three-Quarters","R","4-Seam Fastball",95.38,2343.62,6.33
"151",2015,"Francisco Liriano",27.94,"Overhand","L","Slider",85.69,2045.33,6.25
"152",2015,"Mike Morin",51.18,"Three-Quarters","R","Slider",80.83,1595.42,6.33
"153",2015,"Blake Treinen",49.27,"Three-Quarters","R","Slider",87.34,2304.98,6.42
"154",2015,"Carlos Frias",35.87,"Three-Quarters","R","Changeup",87.8,1614.73,6.33
"155",2015,"Blake Treinen",51.22,"Three-Quarters","R","Sinker",96.98,2356.87,6.42
"156",2015,"Anthony Bass",37.9,"Three-Quarters","R","4-Seam Fastball",93.17,2013.94,6.17
"157",2015,"Jeremy Jeffress",23.34,"Overhand","R","Sinker",95.91,2063.93,6
"158",2015,"Francisco Liriano",38.28,"Three-Quarters","L","4-Seam Fastball",92.72,2029.26,6.25
"159",2015,"Zach Duke",64.06,"Three-Quarters","L","Slider",82.67,1677.29,6.17
"160",2015,"Carlos Frias",32.85,"Three-Quarters","R","2-Seam Fastball",95.3,2323.99,6.33
"161",2015,"Jeremy Jeffress",24.68,"Overhand","R","Knuckle Curve",80.65,2067.21,6
"162",2015,"Erik Goeddel",40.63,"Three-Quarters","R","4-Seam Fastball",93.55,2191.71,6.25
"163",2015,"Ken Giles",52.06,"Three-Quarters","R","4-Seam Fastball",97.09,2336.77,6.25
"164",2015,"Ken Giles",54.9,"Three-Quarters","R","Slider",86.52,1959.07,6.25
"165",2015,"Erik Goeddel",40.52,"Three-Quarters","R","Changeup",84.83,1241.98,6.25
"166",2015,"Jake Petricka",49.31,"Three-Quarters","R","Sinker",94.65,2035.62,6.33
"167",2015,"Andrew Chafin",33.49,"Three-Quarters","L","4-Seam Fastball",92.91,2096.29,6.17
"168",2015,"Aaron Loup",77.38,"Side Arm","L","Sinker",93.89,2124.56,5.92
"169",2015,"Cesar Ramos",40.97,"Three-Quarters","L","4-Seam Fastball",90.3,2151.38,6.17
"170",2015,"Andrew Chafin",37.28,"Three-Quarters","L","Sinker",93.13,2071.39,6.17
"171",2015,"Jake Petricka",52.17,"Three-Quarters","R","Changeup",86.71,2015.52,6.33
"172",2015,"Cesar Ramos",38.27,"Three-Quarters","L","Slider",84.3,2117.11,6.17
"173",2015,"Kyle Gibson",46.93,"Three-Quarters","R","Slider",85.75,2181.77,6.5
"174",2015,"Andrew Chafin",43.73,"Three-Quarters","L","Slider",82.38,1953.18,6.17
"175",2015,"Carlos Villanueva",30.53,"Three-Quarters","R","Curveball",73.05,1984.36,6.17
"176",2015,"Aaron Loup",81.15,"Side Arm","L","Changeup",82.89,2030.99,5.92
"177",2015,"Joaquin Benoit",61.52,"Three-Quarters","R","Changeup",84.75,1425.89,6.33
"178",2015,"Franklin Morales",51.41,"Three-Quarters","L","4-Seam Fastball",92.74,2239.9,6.08
"179",2015,"Joaquin Benoit",57.02,"Three-Quarters","R","4-Seam Fastball",94.89,2280.62,6.33
"180",2015,"Marc Rzepczynski",52.33,"Three-Quarters","L","Slider",85.08,2269.96,6.17
"181",2015,"Justin Wilson",27.34,"Overhand","L","4-Seam Fastball",95.92,2368.87,6.17
"182",2015,"Cesar Ramos",41.34,"Three-Quarters","L","Curveball",71.01,2579.68,6.17
"183",2015,"Marc Rzepczynski",47.49,"Three-Quarters","L","Sinker",92.38,2064.45,6.17
"184",2015,"Franklin Morales",48.06,"Three-Quarters","L","2-Seam Fastball",93.33,2207.44,6.08
"185",2015,"Michael Blazek",46.36,"Three-Quarters","R","4-Seam Fastball",93.94,2379.76,6
"186",2015,"Michael Blazek",51.66,"Three-Quarters","R","Slider",82.56,1506.49,6
"187",2015,"Aaron Loup",77.34,"Side Arm","L","Slider",81.42,2231.36,5.92
"188",2015,"Joaquin Benoit",63.69,"Three-Quarters","R","Slider",88,2328.1,6.33
"189",2015,"Kyle Gibson",38.35,"Three-Quarters","R","4-Seam Fastball",92.57,2218.81,6.5
"190",2015,"Michael Blazek",52.4,"Three-Quarters","R","Curveball",77.64,2044.37,6
"191",2015,"Justin Wilson",31.88,"Three-Quarters","L","Cutter",91.13,2254.81,6.17
"192",2015,"Cesar Ramos",41.41,"Three-Quarters","L","Changeup",83.12,1844.05,6.17
"193",2015,"Marc Rzepczynski",45.36,"Three-Quarters","L","Changeup",85.9,1712.33,6.17
"194",2015,"Chris Martin",55.43,"Three-Quarters","R","Sinker",94.3,2120.2,6.67
"195",2015,"Michael Blazek",54.62,"Three-Quarters","R","2-Seam Fastball",92.31,2262.44,6
"196",2015,"Franklin Morales",48.76,"Three-Quarters","L","Curveball",75.71,2356.2,6.08
"197",2015,"Kyle Gibson",48.34,"Three-Quarters","R","Curveball",81.05,1922.53,6.5
"198",2015,"Chris Martin",53.85,"Three-Quarters","R","Curveball",82.64,1993.51,6.67
"199",2015,"Chris Martin",50.71,"Three-Quarters","R","4-Seam Fastball",94.97,2201.35,6.67
"200",2015,"Lance Lynn",57.7,"Three-Quarters","R","4-Seam Fastball",92.74,2412.16,6.42
"201",2015,"Matt Grace",27.12,"Overhand","L","Sinker",91.67,1760.05,6.33
"202",2015,"Chris Martin",54.06,"Three-Quarters","R","Cutter",89.6,2070.62,6.67
"203",2015,"Franklin Morales",57.1,"Three-Quarters","L","Slider",88.73,2180.47,6.08
"204",2015,"Matt Grace",31.48,"Three-Quarters","L","Slider",83.03,1761.97,6.33
"205",2015,"Carson Smith",65.88,"Three-Quarters","R","Sinker",93.28,2212.81,6.5
"206",2015,"Lance Lynn",58.91,"Three-Quarters","R","2-Seam Fastball",91.48,2209.07,6.42
"207",2015,"Nick Martinez",47.7,"Three-Quarters","R","Slider",81.7,2171.17,6.08
"208",2015,"Nick Martinez",49.79,"Three-Quarters","R","4-Seam Fastball",90.39,2254.29,6.08
"209",2015,"Nick Martinez",48.67,"Three-Quarters","R","2-Seam Fastball",90.39,2163.51,6.08
"210",2015,"Kyle Lobstein",53.37,"Three-Quarters","L","Cutter",81.93,2029.42,6.25
"211",2015,"Erik Goeddel",37.68,"Three-Quarters","R","Curveball",78.15,2245.58,6.25
"212",2015,"Carson Smith",58.9,"Three-Quarters","R","Slider",85.46,2612.74,6.5
"213",2015,"Kyle Lobstein",53.98,"Three-Quarters","L","Sinker",86.72,1918.32,6.25
"214",2015,"Jake Arrieta",58.33,"Three-Quarters","R","4-Seam Fastball",95,2290.39,6.33
"215",2015,"Kyle Lobstein",52.56,"Three-Quarters","L","4-Seam Fastball",86.96,2044.26,6.25
"216",2015,"Lance Lynn",57.36,"Three-Quarters","R","Curveball",77.94,1999.93,6.42
"217",2015,"Matt Grace",29.83,"Overhand","L","Changeup",84.67,1554.08,6.33
"218",2015,"Fernando Abad",20.78,"Overhand","L","Changeup",73.16,1954.49,6.17
"219",2015,"Jason Frasor",21.42,"Overhand","R","Changeup",86.95,1388.46,5.75
"220",2015,"Fernando Abad",29.3,"Overhand","L","2-Seam Fastball",91,2206.86,6.17
"221",2015,"Jason Frasor",22.54,"Overhand","R","4-Seam Fastball",92.59,2213.1,5.75
"222",2015,"Gio Gonzalez",50.26,"Three-Quarters","L","4-Seam Fastball",92.79,2247.2,6
"223",2015,"Fernando Abad",30.48,"Three-Quarters","L","4-Seam Fastball",91.52,2229.36,6.17
"224",2015,"Kyle Lobstein",46.58,"Three-Quarters","L","Curveball",75.39,2124.13,6.25
"225",2015,"Jake Arrieta",60.92,"Three-Quarters","R","Slider",90.99,2230.42,6.33
"226",2015,"Lance Lynn",61.99,"Three-Quarters","R","Slider",86.99,2305.11,6.42
"227",2015,"Nick Martinez",46.91,"Three-Quarters","R","Changeup",83.45,2010.33,6.08
"228",2015,"Gio Gonzalez",55.16,"Three-Quarters","L","2-Seam Fastball",92.41,2171.56,6
"229",2015,"Marco Estrada",21.14,"Overhand","R","Changeup",79.12,2087.03,6
"230",2015,"Marco Estrada",15.51,"Overhand","R","4-Seam Fastball",89.82,2346.29,6
"231",2015,"Gio Gonzalez",55.22,"Three-Quarters","L","Changeup",84.48,1669.74,6
"232",2015,"Gio Gonzalez",48.46,"Three-Quarters","L","Curveball",78.79,2832.64,6
"233",2015,"Jason Frasor",28.7,"Overhand","R","Slider",84.25,1747.37,5.75
"234",2015,"Sam Dyson",41.28,"Three-Quarters","R","Changeup",89.27,1823.18,6.08
"235",2015,"Sam Dyson",38.9,"Three-Quarters","R","4-Seam Fastball",96.93,2293,6.08
"236",2015,"Brandon Morrow",50.13,"Three-Quarters","R","4-Seam Fastball",94.07,2237.93,6.25
"237",2015,"Edinson Volquez",43.83,"Three-Quarters","R","4-Seam Fastball",94.44,2327.26,6
"238",2015,"Sam Dyson",38.41,"Three-Quarters","R","2-Seam Fastball",96.3,2237.67,6.08
"239",2015,"Nick Martinez",42.67,"Three-Quarters","R","Curveball",74.79,2513.8,6.08
"240",2015,"Edinson Volquez",45.21,"Three-Quarters","R","Sinker",94.28,2296.5,6
"241",2015,"Edinson Volquez",50.26,"Three-Quarters","R","Knuckle Curve",80.97,2632.11,6
"242",2015,"Luis Garcia",52.53,"Three-Quarters","R","2-Seam Fastball",96.27,2101.1,6
"243",2015,"Luis Garcia",51.13,"Three-Quarters","R","Slider",84.89,1969.59,6
"244",2015,"Lance Lynn",59.92,"Three-Quarters","R","Changeup",84.66,1899.19,6.42
"245",2015,"Luis Garcia",52.04,"Three-Quarters","R","4-Seam Fastball",96.11,2111.24,6
"246",2015,"Hector Santiago",58.66,"Three-Quarters","L","Sinker",90.94,2207.51,6
"247",2015,"Hector Santiago",57.35,"Three-Quarters","L","Slider",79.33,1824.48,6
"248",2015,"Chasen Shreve",34.21,"Three-Quarters","L","4-Seam Fastball",91.95,2295.08,6.33
"249",2015,"Marco Estrada",21.91,"Overhand","R","Curveball",77.81,2579.58,6
"250",2015,"Brandon Morrow",47.27,"Three-Quarters","R","Slider",87.79,2090.24,6.25
"251",2015,"Chasen Shreve",42.42,"Three-Quarters","L","Changeup",83.45,1064.31,6.33
"252",2015,"Bud Norris",43.12,"Three-Quarters","R","Changeup",86.03,1839.56,6
"253",2015,"Chasen Shreve",45.86,"Three-Quarters","L","Slider",83.91,1675.59,6.33
"254",2015,"Marco Estrada",16.62,"Overhand","R","Cutter",88.58,2373.47,6
"255",2015,"Jerome Williams",56.54,"Three-Quarters","R","Changeup",83.91,1645.93,6.25
"256",2015,"Hector Santiago",55,"Three-Quarters","L","Curveball",73.45,2083.76,6
"257",2015,"Jerome Williams",57.15,"Three-Quarters","R","Sinker",90.39,2045.53,6.25
"258",2015,"Edinson Volquez",51.87,"Three-Quarters","R","Changeup",85.22,1281.76,6
"259",2015,"Jeremy Hellickson",43.57,"Three-Quarters","R","Curveball",77.7,2776.66,6.08
"260",2015,"Jeremy Hellickson",49.28,"Three-Quarters","R","4-Seam Fastball",90.69,2136.66,6.08
"261",2015,"Jonathon Niese",64.58,"Three-Quarters","L","2-Seam Fastball",89.43,1886.71,6.25
"262",2015,"Chris Archer",29.51,"Overhand","R","4-Seam Fastball",95.8,2189.89,6.17
"263",2015,"Hector Santiago",60.43,"Three-Quarters","L","Changeup",83.5,1943.52,6
"264",2015,"Carson Smith",64.36,"Three-Quarters","R","Changeup",87.44,1807.7,6.5
"265",2015,"Jonathon Niese",57.11,"Three-Quarters","L","4-Seam Fastball",89.58,2049.05,6.25
"266",2015,"Chris Archer",34.22,"Three-Quarters","R","Changeup",86.48,1922.6,6.17
"267",2015,"Jerome Williams",53.96,"Three-Quarters","R","Cutter",87.72,2073.26,6.25
"268",2015,"Jonathon Niese",59.69,"Three-Quarters","L","Cutter",87.56,2169.72,6.25
"269",2015,"Drew Pomeranz",52.01,"Three-Quarters","L","Knuckle Curve",80.51,2073.2,6.42
"270",2015,"Roenis Elias",32.87,"Three-Quarters","L","4-Seam Fastball",92.28,2368.36,6.08
"271",2015,"Jeremy Hellickson",53.34,"Three-Quarters","R","Changeup",80.87,1856.46,6.08
"272",2015,"Drew Pomeranz",54.74,"Three-Quarters","L","4-Seam Fastball",92.46,2429.13,6.42
"273",2015,"Roenis Elias",46.34,"Three-Quarters","L","Curveball",79.32,2605.26,6.08
"274",2015,"Brandon Morrow",45.06,"Three-Quarters","R","Knuckle Curve",80.39,2174.22,6.25
"275",2015,"Jake Arrieta",58.73,"Three-Quarters","R","Sinker",95.32,2259.79,6.33
"276",2015,"Kyle Lobstein",56.12,"Three-Quarters","L","Changeup",79.58,1652.2,6.25
"277",2015,"Roenis Elias",42.15,"Three-Quarters","L","Changeup",85.13,1826.63,6.08
"278",2015,"Roenis Elias",44.49,"Three-Quarters","L","2-Seam Fastball",91.92,2347.13,6.08
"279",2015,"Jerome Williams",51.03,"Three-Quarters","R","Curveball",73.65,2208.86,6.25
"280",2015,"Jerome Williams",54.68,"Three-Quarters","R","4-Seam Fastball",90.73,2147.58,6.25
"281",2015,"Trevor Cahill",45.09,"Three-Quarters","R","Slider",88.41,2063.12,6.33
